id,original_language,overview,popularity,release_date,title,vote_average,vote_count
382598,fr,"A family together with their grandpa go on a vacation, when their new car won't stop and it nearly escapes crashing into a hundred cars.",11.695,11-11-2016,Full Speed,6.024,639
77234,en,"When the moral values of a longtime wetwork black ops agent is tested during his last operation, he receives an unfavorable psych evaluation. Now he is given a break and a seemingly uncomplicated assignment of simply protecting the security of a young female code announcer, code resources and remote station they are assigned to. After an ambush and one phone call later, it becomes a complicated fight for their survival.",15.693,18-04-2013,The Numbers Station,5.518,560
5967,fr,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",17.941,19-02-1964,The Umbrellas of Cherbourg,7.4,785
535544,en,"The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance.",19.199,12-09-2019,Downton Abbey,7.133,1133
8427,en,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers.",19.941,31-10-2002,I Spy,5.4,941
1641,en,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",13.941,12-03-1999,Forces of Nature,5.432,542
16555,en,"Monty is a mechanic struggling to make ends meet as he raises his three young daughters. When the court awards custody of his daughters to his shady ex-wife, Monty desperately tries to win them back with the help of Julia, a beautiful, Ivy League-educated attorney. Monty and Julia couldn't be less alike, but a flame is ignited... touching off a firestorm of love and conflict.",21.691,14-02-2007,Daddy's Little Girls,6.817,122
10452,fr,"Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre.",12.939,13-05-1994,Queen Margot,7.2,371
467632,en,"A thief makes a disturbing discovery in the house where he breaks in. Later, when he returns to the same house with his partner in crime, things are no longer how he expected.",18.696,19-04-2018,Bad Samaritan,6.719,684
1070802,en,"During a crack epidemic two narcotics agents hunting for a cop killer. Hoping for leads, Moran and Thorton pay off a junkie informant. To provide for his wife and son, Moran involves the stool pigeon in a deadly scheme. This causes the partners to come under the scrutiny of a suspicious internal affairs agent.",13.722,27-06-2023,Confidential Informant,5.7,123
11132,en,"When the always dramatic Lola and her family move from the center of everything in New York City to the center of a cultural wasteland in suburban New Jersey, she feels her life is simply not worth living! But no matter who or what gets in the way, Lola won't give up on her life's ambition: to be a star! In a crowd-pleasing movie treat bursting with music, dance and excitement, Lola's fun-filled adventure won't be glamorous or easy, but it might just show her that real life could exceed even her wildest dreams!",18.439,17-02-2004,Confessions of a Teenage Drama Queen,5.7,896
1002338,is,"A modern-day lawyer is sucked into an international conspiracy after being accused of a murder she didn't commit. Her only chance of freedom lies in uncovering the secret of an old German WWII aeroplane, long buried deep beneath the ice, before the CIA.",16.464,26-01-2023,Operation Napoleon,6.2,131
517814,ar,"After running away from his negligent parents, committing a violent crime and being sentenced to five years in jail, a hardened, streetwise 12-year-old Lebanese boy sues his parents in protest of the life they have given him.",25.088,20-09-2018,Capernaum,8.2,1722
345330,en,Emmanuelle and her crew face sexual spirits. Let the spirit take you on a fascinating and erotic adventure.,18.711,02-06-2012,Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,5.2,9
11090,en,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.",17.938,01-06-2001,The Animal,5.114,1247
8293,en,"A saga of class relations and changing times in an Edwardian England on the brink of modernity, the film centers on liberal Margaret Schlegel, who, along with her sister Helen, becomes involved with two couples: wealthy, conservative industrialist Henry Wilcox and his wife Ruth, and the downwardly mobile working-class Leonard Bast and his mistress Jackie.",22.437,13-03-1992,Howards End,7.041,530
379170,en,Sherlock Holmes and Dr. Watson find themselves in 1890s London in this holiday special.,19.692,01-01-2016,Sherlock: The Abominable Bride,7.842,2250
14787,en,"The Oscar-winning cat-and-mouse twosome--Tom and Jerry--returns with another adventure. When Tom and Jerry's irrepressible curiosity gets the best of them, the mysterious magic ring that Tom guards with his life ends up stuck over Jerry's head. Now, Jerry must find a way to free himself of the ring while fleeing Tom, who wants to remove the ring any way he can! Find out if the pair can conjure up a solution in this fur-raising, madcap escapade.",18.187,12-03-2002,Tom and Jerry: The Magic Ring,6.4,248
10536,en,"Charlie's got a 'job' to do. Having just left prison he finds one of his friends has attempted a high-risk job in Torino, Italy, right under the nose of the mafia. Charlie's friend doesn't get very far, so Charlie takes over the 'job'. Using three Mini Coopers, a couple of Jaguars, and a bus, he hopes to bring Torino to a standstill, steal a fortune in gold and escape in the chaos.",20.687,02-06-1969,The Italian Job,7,748
1027535,es,Julio inherits a mask like his father used to kill. A group of young people will arrive at his town and cross his path. Julio must decide whether to continue the family tradition or embrace the love he has just known.,16.337,12-05-2023,Slasher,7.4,4
681887,en,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",19.949,12-03-2021,Cosmic Sin,4.013,548
3683,en,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen - John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes - who fought in the battle to take Iwo Jima from the Japanese.",19.188,18-10-2006,Flags of Our Fathers,6.853,1851
632856,en,"Each Christmas Eve, the Ghost of Christmas Present selects one dark soul to be reformed by a visit from three spirits. But this season, he picked the wrong Scrooge. Clint Briggs turns the tables on his ghostly host until Present finds himself reexamining his own past, present and future.",24.71,10-11-2022,Spirited,6.889,638
3604,en,A football player and his mates travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,20.436,01-09-1980,Flash Gordon,6.22,981
811631,en,One woman's journey for self-discovery and turns into a harrowing tale of survival.,23.703,25-03-2022,Infinite Storm,5.7,292
13850,en,Uncle Remus draws upon his tales of Br'er Rabbit to help little Johnny deal with his confusion over his parents' separation as well as his new life on the plantation.,18.436,12-11-1946,Song of the South,6.425,274
171587,ko,"Yoon-Jung accidentally calls a stranger, instead of her boyfriend, and has phone sex with the unknown man. When Yoon-Jung's relationship with her boyfriend turns sour, Yoon-Jung meets Hyun-Seung, the stranger she had phone sex with.",16.418,06-12-2012,Whatcha Wearin'?,6.9,91
691683,en,"This remake of the beloved classic follows the raucous exploits of a blended family of 12, the Bakers, as they navigate a hectic home life while simultaneously managing their family business.",19.203,18-03-2022,Cheaper by the Dozen,6.408,250
425148,en,"Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",18.942,18-05-2018,Show Dogs,6,249
339527,en,"A psychic doctor, John Clancy, works with an FBI special agent in search of a serial killer.",18.939,03-09-2015,Solace,6.413,2212
15037,en,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",19.685,12-06-1998,Can't Hardly Wait,6.2,526
642121,ja,"Abandoned after coming out, Shun befriends Mio just before he has to move. Years later, Mio returns with a confession. How will Shun feel?",24.195,11-09-2020,The Stranger by the Shore,7.9,129
628922,en,"A young paramedic is paired with a seasoned partner on the night shift in New York revealing a city in crisis. Discovering the chaos firsthand, he is tested with the ethical ambiguity that can be the difference between life and death.",25.053,28-03-2024,Asphalt City,6.1,124
8491,en,"Two young insurance corporation employees try to pretend that their murdered employer is alive by puppeteering his dead body, leading a hitman to attempt to track him down to finish him off.",15.684,05-07-1989,Weekend at Bernie's,6.4,1018
683311,en,"Rival gangs seek out millions of dollars hidden inside a luxury condominium that's scheduled to be demolished, but first they have to deal with the demolition prep crewman who found the loot first.",17.449,03-12-2021,Castle Falls,6.1,114
15655,en,"Winnie the Pooh, Piglet, Owl, Kanga, Roo, and Rabbit are preparing a suitable winter home for Eeyore, the perennially dejected donkey, but Tigger's continual bouncing interrupts their efforts. Rabbit suggests that Tigger go find others of his kind to bounce with, but Tigger thinks ""the most wonderful thing about tiggers is"" he's ""the only one!"" Just in case though, the joyously jouncy feline sets out to see if he can find relatives.",15.434,11-02-2000,The Tigger Movie,6.5,565
1159559,en,The seventh installment in the 'Scream' franchise. Plot TBA.,22.734,25-02-2026,Scream 7,0,0
11887,en,"As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future.",23.935,11-10-2008,High School Musical 3: Senior Year,6.6,3465
390734,ja,"The magical kingdom of Lucis is home to the world’s last remaining Crystal, and the menacing empire of Niflheim is determined to steal it. King Regis of Lucis commands an elite force of soldiers called the Kingsglaive. Wielding their king’s magic, they fight to protect Lucis. As the overwhelming military might of the empire bears down, King Regis is faced with an impossible ultimatum – to marry his son, Prince Noctis to Princess Lunafreya of Tenebrae, captive of Niflheim, and surrender his lands to Niflheim rule.  Although the king concedes, it becomes clear that the empire will stop at nothing to achieve their devious goals, with only the Kingsglaive standing between them and world domination.",18.187,09-07-2016,Kingsglaive: Final Fantasy XV,6.7,695
287284,en,"David’s life is on the slide: he’s broke, in the middle of a divorce and ‘can’t get it up’.  His girlfriend, Alice, is his rock, but the magazine she writes for is going down and the pressure is on to find a story.  While job hunting online, David stumbles across the perfect antidote to his boredom: a ‘Swingers’ site. The resulting inbox of lewd invitations on the home-laptop justifiably upsets Alice, until she realises this could be just the ‘story’ she needs.  The idea of uncovering the swinging scene causes quite a stir in Alice’s office and, much to David’s chagrin, she is urged to pursue the story.  Their first reluctant foray is an hysterically low-rent initiation, however, an unexpected upturn for David’s manhood is all the extra encouragement they need.  As events accelerate beyond their control the once adoring couple become lost and fundamental questions are asked of their relationship.",18.746,19-06-2015,Swung,5.5,52
287284,en,"David’s life is on the slide: he’s broke, in the middle of a divorce and ‘can’t get it up’.  His girlfriend, Alice, is his rock, but the magazine she writes for is going down and the pressure is on to find a story.  While job hunting online, David stumbles across the perfect antidote to his boredom: a ‘Swingers’ site. The resulting inbox of lewd invitations on the home-laptop justifiably upsets Alice, until she realises this could be just the ‘story’ she needs.  The idea of uncovering the swinging scene causes quite a stir in Alice’s office and, much to David’s chagrin, she is urged to pursue the story.  Their first reluctant foray is an hysterically low-rent initiation, however, an unexpected upturn for David’s manhood is all the extra encouragement they need.  As events accelerate beyond their control the once adoring couple become lost and fundamental questions are asked of their relationship.",18.746,19-06-2015,Swung,5.5,52
2440,ko,"Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. The sergeant is the shooter, but the lead investigator, a Swiss-Korean woman, receives differing accounts from the two sides.",19.183,09-09-2000,Joint Security Area,7.842,714
10724,en,"The Soviets have developed a revolutionary new jet fighter, called 'Firefox'. Worried that the jet will be used as a first-strike weapon—as there are rumours that it is undetectable by radar—the British send ex-Vietnam War pilot, Mitchell Gant on a covert mission into the Soviet Union to steal the Firefox.",14.432,18-06-1982,Firefox,6,556
774741,en,Greg Heffley is a scrawny but ambitious kid with an active imagination and big plans to be rich and famous – he just has to survive middle school first.,17.197,02-12-2021,Diary of a Wimpy Kid,6.188,349
10127,en,"Three bounty hunters from space fly back to the town of Grovers Bend, hoping to save local residents from a new batch of Critter eggs.",13.181,29-04-1988,Critters 2,6.3,456
14742,en,"A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the ""one great idea"" for success. His life takes a bizarre turn when a prostitute neighbor complains about the loss of her pimp. His partner, upon hearing the situation, suggests that they fill that opening themselves using the morgue at night.",17.931,30-07-1982,Night Shift,5.983,204
54989,pt,"A man remembers forty-eight crucial hours in his life when, as a child, he visited his mother, the favorite woman of an important politician, in a bordello owned by him, right before some important political changes in 1937 Brazil. In those hours, he discovers his own sexuality.",19.961,11-01-1982,Love Strange Love,5.6,51
16866,en,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",23.432,19-11-2009,Planet 51,5.858,2032
800510,en,"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: leave her apartment.",17.697,10-02-2022,Kimi,6.225,876
628878,en,"An ex-marine is hired by a defense contractor to travel to Panama to complete an arms deal. In the process he becomes involved with the U.S. invasion of Panama, and learns an important lesson about the true nature of political power.",15.698,17-03-2022,Panama,5.3,151
16729,it,"While waiting for the brain surgery of his daughter Angela, victim of a motorcycle accident, the surgeon Timoteo recalls his torrid affair with and passion for Italia, a simple woman from slums in the periphery of the big city where he lives. The ghost of the beloved and sexual object of desire Italia chases him in his memories.",18.431,12-03-2004,Don't Move,7,276
1039690,en,"Ex-con Russell Gaines is attempting to rebuild his life with the help of his father, Mitchell. However, the arrival of Maben sends his new life into chaos, leading the pair to go on the run - as their violent pasts catch up to them, the pair must learn to trust each other if they hope to live out the rest of their days.",17.971,19-10-2023,Desperation Road,6.8,114
20533,en,"Gunslinger Jonah Hex is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull, a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child.",18.681,18-06-2010,Jonah Hex,4.934,1432
19277,en,A man must survive a prison where hardened criminals battle to the death for the warden's entertainment.,20.18,24-11-2003,In Hell,6.517,534
10395,en,"Aging publisher Will Randall is at the end of his rope when a younger co-worker snatches his job out from under his nose. But after being bitten by a wolf, Will suddenly finds himself full of youthful vigor. As he struggles to regain his position, he becomes enthralled with Laura Alden, his former boss's daughter. And, as increasingly animal-like urges begin to overwhelm him, Randall worries that he may be turning into the creature that bit him.",17.179,17-06-1994,Wolf,6.1,916
10991,ja,"When the sadness of her father's disappearance gets to Molly Hale, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mother, Ash — alongside Misty and Brock — invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!",20.43,08-07-2000,Pokémon 3: The Movie,6.5,623
100241,en,"200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",20.183,22-01-2014,"I, Frankenstein",5.355,1932
118683,en,"When former black ops operative Cross and his partner Manning are assigned to decommission an old prison, they must oversee the arrival of two mysterious female prisoners. Before long, an elite force of mercenaries assault the prison in search of the new arrivals. As the true identities of the women are revealed, Cross realizes he's caught in the middle of something far bigger than he had imagined.",14.931,25-10-2012,Maximum Conviction,4.957,127
212161,ja,"The war between Euro Britannia and the European Union  continues. New orders are given to the W-0 Unit. To land in the middle of the enemy territory as a diversion.  The pilots of the W-0 Unit consist only of the commanding officer, Leila, the only surviving Japanese from their last battle, Akito, and the three that escaped from the Eleven ghettos and lived in the underworld, Ryou, Yukiya, and Ayano. With everyone holding their respective expectations, the operation moves forward.  On the other side in Euro Britannia, Shin, who made his benefactor commit suicide with the mysterious power of “Geass”, is appointed the leader of the Knights of St. Michael. As Shin steadily advances for the sake of his own ambition, he and his subordinates in the Ashura squad are given orders to deploy.  The one that lives in order to fight, and the one that fights in order to live.",16.961,14-09-2013,Code Geass: Akito the Exiled 2: The Wyvern Divided,6.3,51
170687,en,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",21.932,10-09-2014,The Boxtrolls,6.7,1681
91417,en,Hiccup and Toothless go on an exciting adventure and discover an island of new dragons.,20.68,15-11-2011,Dragons: Gift of the Night Fury,7.148,381
1725,en,"In the slums of the upper West Side of Manhattan, tensions are high as a gang of Polish-Americans compete against a gang of recently immigrated Puerto Ricans, but this doesn't stop two romantics from each gang falling in love.",22.178,13-12-1961,West Side Story,7.3,1885
216282,en,"As a new day begins in the town of Silverton, its residents have little reason to believe it will be anything other than ordinary. Mother Nature, however has other plans. In the span of just a few hours, an unprecedented onslaught of powerful tornadoes ravages Silverton. Storm trackers predict that the worst is still to come, as terrified residents seek shelter, and professional storm-chasers run toward the danger, hoping to study the phenomenon close up and get a once-in-a-lifetime shot.",19.931,06-08-2014,Into the Storm,6,2033
892527,fr,"King, a trafficked lion cub, escapes from the airport and takes refuge with Inès and Alex, who then have the crazy idea of getting him back to Africa. Anything can happen when Max their kooky grandfather, decides to join the adventure.",19.693,16-02-2022,King,6.4,178
9906,en,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",24.979,28-07-2006,The Ant Bully,5.7,1372
1056803,ja,"After a draining December, Sakuta is quickly nearing the end of his second year of high school. Since Mai is a third-year student, they don't have much time left together before graduation rolls around. Meanwhile, his sister, Kaede, is slowly but steadily venturing outdoors again. Just as she begins to find her footing, she announces her most ambitious goal yet—attending her brother's high school! Sakuta knows better than anyone how difficult this will be for Kaede, and he's ready to support her however he can. He's just not sure if that's what's best for her...or what she really wants...",17.138,23-06-2023,Rascal Does Not Dream of a Sister Venturing Out,7.6,31
1026227,it,"In this moving comedic drama set in postwar Rome, a working-class woman dreams of a better future for herself and her daughter while facing abuse at the hands of her domineering husband. When a mysterious letter arrives, she discovers the courage to change the circumstances of her life. An Italian box office phenomenon and winner of six Italian Academy Awards.",19.468,26-10-2023,There's Still Tomorrow,8.1,1278
11260,en,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",18.677,08-07-2008,Meet Dave,5.279,1430
76589,en,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",15.427,28-02-2012,Justice League: Doom,7.4,861
8999,en,"When two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families.",16.675,11-11-2005,Derailed,6.348,1027
274181,en,"Bible expert Bill Gallatin explores biblical prophecies from the Book of Revelation that have transpired, with a discussion of whether these events signify that we are now living in the End Times preceding the return of Jesus Christ. Gallatin touches on events such as the increasingly acute difficulties in the Middle East, numerous environmental catastrophes, earthquakes and more, explaining how they connect to scriptural writings.",17.455,01-01-1999,Countdown to Eternity,10,1
132137,en,"Set in a 19th century village, a young man studying under a local doctor joins a team of hunters on the trail of a wolf-like creature.",19.426,09-10-2012,Werewolf: The Beast Among Us,5.9,249
4379,en,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",23.674,13-05-2005,Monster-in-Law,6.2,1665
1214499,ja,"Journalist Shiori Itō embarks on a courageous investigation of her own sexual assault in an improbable attempt to prosecute her high-profile offender. Her quest becomes a landmark case in Japan, exposing the country’s outdated judicial and societal systems.",17.175,24-10-2024,Black Box Diaries,7.8,9
78049,en,"Since his triumphant rise to power in the original blockbuster ""The Scorpion King"", Mathayus' kingdom has fallen and he's lost his queen to plague. Now an assassin for hire, he must defend a kingdom from an evil tyrant and his ghost warriors for the chance to regain the power and glory he once knew. Starring Ron Perlman (""Hellboy"") and Billy Zane (""Titanic""), and featuring 6-time WWE champion Dave Bautista and UFC star Kimbo Slice, ""The Scorpion King 3: Battle for Redemption"" takes ""The Mummy"" phenomenon to an all-new level of epic action and non-stop adventure.",21.676,17-01-2012,The Scorpion King 3: Battle for Redemption,4.6,342
50725,en,"Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.",17.674,04-03-2011,Take Me Home Tonight,6,672
1807,en,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,16.923,20-09-2003,Elephant,7.1,1899
401905,en,"In an oppressive future, a 'fireman' whose duty is to destroy all books begins to question his task.",19.179,12-05-2018,Fahrenheit 451,5.4,863
581389,ko,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",21.683,05-02-2021,Space Sweepers,7.1,1032
475210,en,A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,15.678,13-07-2018,How It Ends,5.3,1908
581389,ko,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",21.683,05-02-2021,Space Sweepers,7.1,1032
475210,en,A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,15.678,13-07-2018,How It Ends,5.3,1908
409164,en,"On Halloween 1997, two estranged teen skaters embark on a surreal journey through their memories, dreams and fears.",13.425,09-09-2016,Boys in the Trees,6.6,152
137145,en,"Four friends travel to a lakeside cabin for a carefree weekend, but the fun turns into a nightmare when 3 of them end up locked in a hot sauna. Every minute counts and every degree matters as they fight for their lives in the heat up to 247°F.",24.423,01-09-2011,247°F,5.6,272
82386,ja,"In this animated short, poetry-spouting high-school swordsman Tatewaki Kuno comes into possession of the egg of the legendary phoenix, which is said to grant its owner incredible powers. A shopkeeper sells the egg to Kuno on one condition: ""Never, never, in any circumstance, put the darn thing on your head.""",20.02,20-08-1994,Ranma ½: The Movie 3 — The Super Non-Discriminatory Showdown: Team Ranma vs. the Legendary Phoenix,7.743,70
11497,en,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",21.92,17-11-1989,All Dogs Go to Heaven,6.752,1038
458344,en,"Annie is stuck in a long-term relationship with Duncan – an obsessive fan of obscure rocker Tucker Crowe. When the acoustic demo of Tucker's hit record from 25 years ago surfaces, its discovery leads to a life-changing encounter with the elusive rocker himself.",18.676,16-08-2018,"Juliet, Naked",6.309,482
604822,zh,Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,24.91,30-09-2020,Vanguard,6.3,545
400710,en,"Five medical students, hoping to understand the mystery of what lies beyond life, embark on a dangerous experiment. When their hearts are stopped for a short period of time, they have a near-death experience…",17.675,28-09-2017,Flatliners,5.659,2269
13368,en,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,17.67,14-10-1954,White Christmas,7.2,525
13459,en,"On Christmas Eve, Kelly is reluctant to go to a Christmas Eve ball, so Barbie tells her the story of Eden Starling, a glamorous singing diva in the Victorian England and the owner of a theatre house. However, Eden is self-centered and loves only herself. She is frequently accompanied by her snooty cat, Chuzzlewit. She does not believe in Christmas and orders all her employees to work on Christmas.",18.421,03-11-2008,Barbie in 'A Christmas Carol',7.1,549
1710,en,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,19.669,27-10-1995,Copycat,6.508,960
662546,en,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",13.43,04-12-2020,Godmothered,6.7,609
19918,en,A gigolo must contend with the prospect that he has found true love.,24.17,16-01-2009,Spread,5.5,868
553,en,"When a beautiful young Grace arrives in the isolated township of Dogville, the small community agrees to hide her from a gang of ruthless gangsters, and, in return, Grace agrees to do odd jobs for the townspeople.",24.902,21-05-2003,Dogville,7.8,2425
322240,en,A stuffy businessman finds himself trapped inside the body of his family's cat.,16.423,03-08-2016,Nine Lives,5.77,1070
93840,fr,A police inspector must solve two grisly murders. The problem is that his only suspect is a blind man.,14.971,06-03-2012,Blind Man,5.6,60
19101,en,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",17.917,10-05-1995,A Little Princess,7.6,974
420814,en,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",21.174,01-08-2018,Christopher Robin,7.305,2729
430040,en,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,21.922,28-02-2018,The Hurricane Heist,5.7,1017
646315,ko,A man who used to be called Lighter cleans up his act from his days as a gangster and struggles to start over.,16.734,29-10-2019,The Legendary Lighter,4,2
44564,en,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",17.917,13-01-2011,The Dilemma,5.303,847
1644,en,The boyfriend of an abducted woman never gives up the search as the abductor looks on.,17.915,05-02-1993,The Vanishing,6.1,504
808396,en,"Vice detective Bob Hightower finds his ex-wife murdered and daughter kidnapped by a cult. Frustrated by the botched official investigations, he quits the force and infiltrates the cult to hunt down the leader with the help of the cult’s only female victim escapee, Case Hardin.",17.765,22-06-2023,God Is a Bullet,6.1,202
87492,en,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,23.168,14-11-2014,Foxcatcher,6.651,2301
9913,en,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,19.165,29-07-2005,The Skeleton Key,6.6,2077
921436,ko,"After completing his required decade of military service and being honored as a hero, a North Korean sergeant makes a sudden shocking attempt to defect to the South, risking life and limb for the chance to finally determine his own destiny.",18.184,03-07-2024,Escape,7.3,39
733156,en,"After an attack renders her blind, Ellen withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.",15.174,29-09-2020,Sightless,6.776,388
